subject_id,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mean,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mean,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mean,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mean,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max
10692,0.514359951019,15.8061923981,0.454841441258,44.8692245483,3.29341,3.33964,3.51005,3.04736,0.182243056006,0.446144071136,0.371612872858,0.974762022495,0.358283150196,0.0,0.0213890794249,83364.375,165792.96875,64736.6523438,176,256,256,3.00734435726,8.58676688937,9.71260129691,17.5436926441,26.9627010064,47.082689492,47.6478454432,68.898145831,1.0,1.0,1.0,3.45858253164,5.12397432327,0.0,12.0,3.79317879677,6.21547900357,154.508880615,69.0,227.0,51.1438598633,-0.254873930844,269.987854004,201.0,355.0,46.5584030151,-0.417989961012,405.778564453,322.0,486.0,50.1997451782,0.232121830188,0.553526901412,0.622107687354,0.706689536878
10696,0.514054596424,12.5071115494,0.490145556027,18.3338985443,3.22152,3.29,3.31481,3.06569,0.169238867836,0.440533759717,0.390227372446,0.954949915409,0.368845191598,2.25156291869e-05,0.00553577154927,95708.015625,181209.0625,69862.8046875,176,256,256,2.66411822257,8.60350181682,9.72080700325,17.8948009704,20.3283755266,38.5524320185,38.2344480972,55.8225367466,1.0,1.0,1.0,289.442862958,5.36107397079,0.0,13.0,4.53067445755,1.66696166716,136.604995728,59.0,203.0,45.614528656,-0.239775426972,240.211715698,178.0,318.0,42.1130523682,-0.287622047083,359.016693115,281.0,436.0,46.6832427979,0.220732663622,0.537931264202,0.612846519481,0.658802177858
10697,0.556471765041,11.6087722778,0.500815137633,21.5382556915,3.18965,3.22499,3.34128,3.01154,0.1798959688,0.422827340851,0.397276690349,1.08791148663,0.44871455431,0.0,0.0143807088138,96014.0,175015.5625,71647.34375,176,256,256,2.53211593646,8.63643646356,8.97082543402,15.743923902,21.6641673358,38.9477010018,38.9953425395,56.3741592809,0.99999576807,1.0,1.0,188.316742539,4.90320634842,0.0,12.0,3.89919185638,0.682076081788,122.617340088,53.0,185.0,40.7323989868,-0.283651878032,217.74281311,156.0,289.0,40.0426177979,-0.404640679037,323.871337891,250.0,398.0,45.0918045044,0.211993508934,0.514360828606,0.619920155656,0.577738515901
10704,0.560535609722,12.6544437408,0.488109052905,40.6410140991,3.16709,3.15892,3.34543,3.00602,0.176236841138,0.441406857034,0.382356301828,0.993855178356,0.420747047663,3.68349831528e-05,0.00600971647014,89720.9921875,160863.5625,65657.1015625,176,256,256,2.20040903652,9.07685150234,9.37582668728,16.850219523,20.0821982853,42.6128840253,40.9573698841,60.1770273415,1.00000047684,1.0,1.0,516.530050861,4.39855098724,0.0,10.0,4.76622581482,3.65670609567,116.054718018,45.0,182.0,44.4726104736,-0.373730722605,220.428543091,160.0,291.0,39.7818946838,-0.303264768857,325.487030029,254.0,395.0,42.7462654114,0.239849664318,0.533674739411,0.623834042827,0.682572614108
10707,0.613376021385,8.91422176361,0.534957430961,28.2208423615,3.21192,3.26122,3.39672,2.99127,0.140524993936,0.464269837192,0.395205168873,0.991559624672,0.547785925865,3.50218711585e-06,0.0219639295178,102316.945312,196160.421875,95427.1171875,176,256,256,1.70038919654,9.55088680786,8.33470882121,13.7528504592,12.1289236854,32.9362724814,30.5322873519,46.5316658888,1.0,1.0,1.0,3.853773121,4.98106193542,0.0,12.0,3.67896127701,2.57901111648,111.727905273,43.0,183.0,44.4224243164,-0.135935204208,205.487213135,144.0,285.0,42.3609046936,-0.40168143014,307.730895996,229.0,391.0,49.1062812805,0.187128431623,0.481568697356,0.528657448026,0.635051546392
10708,0.551862835884,7.53017044067,0.558441247731,17.1814651489,3.03228,3.10459,3.13099,2.86828,0.165107648099,0.440365481563,0.394526870337,1.05755782127,0.365046352148,0.0,0.0049334420682,89471.3125,173068.46875,70776.4765625,176,256,256,2.46737723748,8.96841450889,8.83469618483,15.0682968081,17.1682804869,32.4336963483,32.3286014605,47.3838275462,1.00000202656,1.0,1.0,194.904735584,4.80467271805,0.0,12.0,4.34145927429,1.23211441243,97.0335464478,43.0,142.0,31.3530654907,-0.37256234985,168.161727905,125.0,218.0,28.2458705902,-0.408665498656,251.132110596,199.0,302.0,31.4889068604,0.234500101718,0.549473533972,0.641215796754,0.47037037037
10719,0.538254261017,14.2706317902,0.467383673478,52.2892723083,3.37127,3.40283,3.55025,3.17163,0.17486805201,0.458353674836,0.366778273154,1.00945222378,0.412040808797,0.0,0.00308427143111,81903.3359375,164220.15625,66353.484375,176,256,256,2.82324123113,9.17305720366,9.59290207161,16.78240778,26.4683698446,45.9383072922,46.3080407493,66.5174451111,1.0,1.0,1.0,373.253550575,5.17570590973,0.0,12.0,4.74833202362,3.84197153098,156.680435181,74.0,229.0,49.2369499207,-0.145605181374,264.22543335,197.0,347.0,45.2588920593,-0.443452770637,394.658111572,308.0,477.0,51.4166793823,0.246877231291,0.568121014871,0.617982973428,0.709734513274
10724,0.500598907471,19.1482429504,0.453549365383,39.9851226807,3.08142,3.21509,3.17324,2.86785,0.1680940723,0.467970402054,0.363935525646,1.00367283821,0.341539856791,0.0,0.0100844209716,89137.4375,164860.0625,65036.5039062,176,256,256,2.98824443664,8.69524701978,9.64937937492,17.2646466683,27.341192573,45.6494179185,46.8942407759,67.6921118363,1.0,1.0,1.0,97.9230525743,5.52341747284,0.0,13.0,4.30452537537,37.7447318525,168.970062256,76.0,245.0,66.6795730591,-0.205889772063,284.41494751,214.0,374.0,48.2019462585,-0.334156191426,430.491027832,343.0,514.0,51.7953491211,0.216530907295,0.550597469628,0.597795921334,0.6887835703
10746,0.526237249374,11.6055326462,0.501659757878,36.3436965942,3.20248,3.21746,3.42258,2.98259,0.168154829244,0.435025047186,0.39682012357,0.916045963764,0.370220351219,0.0,0.0295345503106,99685.6484375,178314.046875,67527.375,176,256,256,2.24077956225,8.46966158746,9.18086920586,16.8321664679,18.5560392762,37.7420943892,37.0532231199,54.8615356944,1.0,1.0,1.0,108.439308232,5.08574962616,0.0,12.0,4.03872251511,2.02852309779,128.407623291,54.0,193.0,43.8765869141,-0.380202421365,226.170394897,166.0,303.0,41.6803970337,-0.333106753958,340.848724365,266.0,415.0,44.9522972107,0.240862501834,0.542692333086,0.628853219562,0.697768762677
10762,0.560413777828,12.883559227,0.460434954923,29.2079849243,3.05602,3.06235,3.22591,2.88908,0.179374890134,0.435622654738,0.385002455128,1.08525693417,0.401153916121,1.47655556711e-06,0.00515464982082,80216.4296875,139130.5,57192.078125,176,256,256,3.44965183427,9.52999482386,9.90376011001,16.7316336719,26.8054495231,44.2150332868,44.3545213583,62.0430812649,1.0,1.0,1.0,144.660513108,4.59207868576,0.0,11.0,4.03290081024,1.11138026084,138.409683228,71.0,199.0,40.0492477417,-0.165737258436,227.608474731,172.0,296.0,37.2061538696,-0.282154757977,327.861907959,262.0,396.0,40.3875541687,0.16098772855,0.485909354837,0.572168647304,0.640077821012
10779,0.563667297363,12.0137290955,0.47414190863,73.1443481445,3.07169,3.07786,3.23771,2.90834,0.17606553911,0.453184657825,0.370749803065,1.0690767765,0.378516680002,0.0,0.00448269967351,80544.9765625,135677.15625,59282.4648438,176,256,256,2.42754858846,9.68045310109,9.2235653082,15.562694235,20.9319675044,40.0208909054,39.1208031497,56.4095510392,1.000005126,1.0,1.0,22.2389538041,5.00318431854,0.0,12.0,3.97149276733,1.30364489108,135.838424683,58.0,201.0,45.1073074341,-0.187431838007,239.36517334,182.0,309.0,38.2607002258,-0.212802407429,352.647216797,281.0,419.0,41.5262413025,0.240652247886,0.54904258253,0.615416281063,0.645569620253
10785,0.520242393017,14.5074739456,0.47650385332,26.3684577942,3.18181,3.27222,3.27404,3.00673,0.173807603865,0.4431490359,0.383043360235,1.08774387836,0.312526774406,8.95321812507e-06,0.00560006546943,77822.9765625,156434.09375,63628.4960938,176,256,256,2.69815618615,8.40062991186,9.38921236034,17.068850983,22.697670697,43.0428507924,43.1425762302,63.6872072012,1.00000011921,1.0,1.0,231.418173001,4.73903036118,0.0,12.0,4.80315732956,2.29800894631,127.705314636,60.0,183.0,39.4069328308,-0.208199324635,219.042404175,168.0,282.0,34.3474159241,-0.311525150802,328.037597656,265.0,388.0,37.2459907532,0.228283172129,0.541817250731,0.601794780846,0.699579831933
10788,0.585180044174,9.47814369202,0.504198216245,25.4251537323,3.14922,3.16464,3.30341,2.98759,0.168554668439,0.42482163975,0.406623691811,1.08731663227,0.291961789131,7.2892724248e-06,0.00381810010726,73101.796875,150805.265625,64059.8046875,176,256,256,2.83744973163,8.80946576308,9.315821483,16.3005489543,18.3210094319,33.701185371,33.3330363856,47.9769143538,1.00000357628,1.0,1.0,58.9992622937,3.6631436348,0.0,9.0,3.29478979111,1.1687830032,90.2933120728,41.0,129.0,28.282989502,-0.399286506475,155.878036499,119.0,198.0,23.8600902557,-0.325424481299,224.550170898,183.0,267.0,25.6432857513,0.245675737687,0.546135129116,0.628123491784,0.579081632653
10844,0.56155025959,11.261803627,0.511180957272,22.645570755,3.36328,3.35195,3.53899,3.20711,0.175769426912,0.404492966088,0.419737607,1.01747941971,0.429007518291,0.0,0.0262963425422,96841.3359375,185360.28125,69657.1875,176,256,256,2.77016058001,8.74709182854,9.44159613179,16.8075359868,21.5025011297,37.4589697949,37.3884302863,53.2038199342,1.0,1.0,1.0,119.26606916,4.92427968979,0.0,12.0,3.97682642937,2.46113872899,130.265625,59.0,191.0,41.429599762,-0.232348370066,219.665634155,162.0,292.0,39.328754425,-0.367980636107,326.40045166,254.0,398.0,43.6861343384,0.227608328821,0.530367877471,0.644380316553,0.668016194332
10855,0.590134501457,11.3292474747,0.503740539728,66.7159042358,3.10093,3.17446,3.2151,2.92153,0.196341296661,0.435174793792,0.368483909546,1.13269901276,0.459794521332,0.0,0.00551588904555,87214.8203125,151022.6875,70956.65625,176,256,256,2.37212762808,9.09975932234,8.90588378024,15.2457643903,18.6747559996,40.1679143373,38.6500347618,57.1074339484,1.00000321865,1.0,1.0,100.138763848,4.55649375916,0.0,11.0,3.99252915382,0.719802919603,112.428611755,47.0,175.0,40.1699028015,-0.448285416373,212.711776733,151.0,282.0,39.7078018188,-0.386215753792,311.15423584,241.0,380.0,42.3829498291,0.237714938388,0.524758464132,0.608270052657,0.567811934901
10871,0.558388471603,10.2266359329,0.504179613521,22.2166652679,3.15127,3.16668,3.3899,2.91517,0.159903999427,0.423225329248,0.416870671325,0.994796156883,0.436586141586,0.0,0.0151787857948,87407.453125,168363.40625,70760.203125,176,256,256,2.31369885778,8.84525294744,9.30439030988,16.7542191244,18.0782227253,34.9287249966,34.3078274825,49.9165347255,1.0,1.0,1.0,225.366085133,5.69214677811,1.0,13.0,4.52934980392,2.44079600955,139.525695801,56.0,215.0,50.6211013794,-0.314980527498,248.05682373,178.0,332.0,46.7505264282,-0.363680671053,367.420684814,283.0,452.0,51.1401939392,0.21623078821,0.524030303063,0.631669682641,0.636363636364
10877,0.599976301193,9.42241191864,0.514527714597,16.7318534851,3.01711,3.0621,3.15022,2.84718,0.181162285459,0.428161222113,0.390676492428,1.08806180954,0.447876238823,0.0,0.0057199480963,92437.8203125,156066.078125,66591.9375,176,256,256,2.42103182303,9.29228826505,8.95874809127,15.1629241857,18.091341743,34.5829955007,33.7880950578,48.6899479295,1.0,1.0,1.0,420.79063073,5.17110729218,0.0,12.0,4.82184457779,3.80685718276,122.400680542,50.0,188.0,44.534072876,-0.337509684664,219.933074951,160.0,291.0,39.6169586182,-0.348901520488,324.445953369,252.0,396.0,43.3471221924,0.219496929316,0.519238561192,0.611480437236,0.594545454545
10882,0.667498469353,9.80451393127,0.496397910265,66.19190979,3.46304,3.4735,3.65588,3.27051,0.213882937183,0.374830005648,0.41128705717,1.10965466499,0.486664789915,2.63914217323e-05,0.0264387972479,93644.5078125,159064.65625,74644.75,176,256,256,3.55597067823,9.27839709101,8.82108478922,13.6288865984,22.6160387387,36.1379095057,36.2200913733,49.9063258754,0.999999940395,1.0,1.0,29.4669422746,4.8666138649,0.0,12.0,3.761500597,1.11618417911,135.209213257,73.0,194.0,37.5691795349,-0.279149160708,219.574142456,163.0,289.0,37.813873291,-0.346284541006,322.374389648,249.0,389.0,42.4334945679,0.211509338018,0.491567245419,0.632718444732,0.760465116279
